index,Brand,Model,Type,Gender,Size,Color,Material,Price (USD),Number of Items Sold,Selling Price,City
804,Nike,Air Max 90,Casual,Women,US 7.5,Green,Leather,$120.00 ,76,$129.99,Rome
805,Nike,Air Max 97,Running,Men,US 11,Silver,Synthetic/Leather,$170.00 ,71,$219.99,Palermo
806,Adidas,Superstar,Casual,Women,US 8.5,White/Black,Leather,$80.00 ,60,$139.99,Florence
807,Reebok,Zig Kinetica II,Running,Men,US 9,Grey,Mesh,$120.00 ,24,$259.99,Genoa
808,Converse,Chuck 70,Casual,Men,US 12,Beige,Canvas,$85.00 ,17,$239.99,Turin
809,Puma,Calibrate Runner,Running,Women,US 7.5,Black/White,Mesh,$90.00 ,29,$149.99,Catania
810,Vans,Sk8-Hi,Skate,Men,US 9,Black/White,Suede/Canvas,$70.00 ,37,$139.99,Rome
811,New Balance,574,Casual,Women,US 7.5,Grey,Suede,$80.00 ,31,$139.99,Bari
812,Asics,Gel-Kayano 27,Running,Men,US 12,Black,Mesh,$160.00 ,49,$219.99,Rome
813,Fila,Mindblower,Fashion,Women,US 9.5,Grey/Pink,Synthetic,$75.00 ,4,$119.99,Naples
814,Skechers,Summits - New World,Walking,Men,US 10,Black,Mesh,$59.00 ,7,$109.99,Florence
815,Nike,Air Force 1,Casual,Women,US 8,White,Leather,$90.00 ,85,$199.99,Naples
816,Adidas,Adizero Adios 5,Running,Men,US 10.5,Blue,Mesh,$140.00 ,32,$189.99,Naples
817,Reebok,Nano 9,Training,Women,US 7,Black/White,Synthetic,$130.00 ,52,$189.99,Milan
818,Converse,Jack Purcell,Casual,Men,US 8.5,Navy,Canvas,$65.00 ,66,$289.99,Florence
819,Puma,Clyde All-Pro,Basketball,Women,US 7.5,White,Leather,$130.00 ,58,$169.99,Bologna
820,Vans,Slip-On,Casual,Men,US 10,Black/White,Canvas,$50.00 ,84,$99.99,Bari
821,New Balance,FuelCell Propel V3,Running,Women,US 8.5,Pink/White,Mesh,$100.00 ,59,$119.99,Genoa
822,Asics,Gel-Quantum 180,Running,Men,US 11.5,Black,Mesh,$120.00 ,1,$209.99,Palermo
823,Fila,Ray Tracer Evo,Fashion,Women,US 8,White,Synthetic,$65.00 ,3,$289.99,Florence
824,Skechers,GOrun Razor Excess,Running,Men,US 9,Black/Yellow,Mesh,$125.00 ,31,$249.99,Palermo
825,Nike,Zoom Pegasus 38,Running,Women,US 7.5,Pink,Mesh,$120.00 ,44,$169.99,Genoa
826,Nike,Blazer Mid '77,Casual,Men,US 10,White/Black,Leather,$100.00 ,9,$239.99,Florence
827,Adidas,NMD_R1,Running,Women,US 7.5,Grey/Pink,Primeknit,$140.00 ,100,$189.99,Catania
828,Reebok,Nano 9,Crossfit,Men,US 11.5,Black,Mesh,$130.00 ,1,$229.99,Milan
829,Converse,Jack Purcell,Casual,Women,US 8.5,White,Canvas,$65.00 ,62,$99.99,Bari
830,Puma,Calibrate Runner,Running,Men,US 9.5,Black/Yellow,Mesh,$120.00 ,68,$219.99,Bologna
831,Vans,SK8-Hi,Skate,Men,US 9,Black/White,Suede/Canvas,$65.00 ,89,$129.99,Florence
832,New Balance,327,Casual,Women,US 7.5,Purple,Suede/Leather,$100.00 ,33,$189.99,Palermo
833,Asics,Gel-Cumulus 23,Running,Men,US 10,Blue/Black,Mesh,$120.00 ,20,$249.99,Milan
834,Fila,F-13,Casual,Women,US 9,White,Leather,$80.00 ,86,$179.99,Catania
835,Skechers,Go Walk 6,Walking,Men,US 10.5,Black/Grey,Mesh,$60.00 ,60,$279.99,Turin
836,Nike,Air Force 1,Casual,Women,US 8,White,Leather,$90.00 ,85,$189.99,Milan
837,Adidas,Superstar,Casual,Men,US 10,Black/White,Leather,$85.00 ,48,$239.99,Bologna
838,Reebok,Classic Nylon,Casual,Women,US 7,Pink,Nylon,$60.00 ,53,$159.99,Bari
839,Converse,Chuck 70,Casual,Men,US 11,Grey,Canvas,$85.00 ,100,$109.99,Milan
840,Puma,Clyde All-Pro,Basketball,Women,US 7.5,White,Leather,$130.00 ,17,$219.99,Bari
841,Vans,Slip-On,Casual,Men,US 8.5,Black/White,Canvas,$50.00 ,42,$209.99,Palermo
842,New Balance,574,Casual,Women,US 8.5,Navy,Suede/Leather,$80.00 ,86,$239.99,Bologna
843,Asics,GT-2000 9,Running,Men,US 9.5,Black,Mesh,$120.00 ,38,$139.99,Naples
844,Fila,Grant Hill 2,Basketball,Women,US 8,White/Navy,Leather,$95.00 ,15,$119.99,Milan
845,Skechers,Elite Flex,Walking,Men,US 9.5,Grey,Knit,$70.00 ,45,$109.99,Turin
846,Nike,Air Force 1,Casual,Men,US 9,White,Leather,$90.00 ,84,$159.99,Bari
847,Adidas,NMD_R1,Lifestyle,Women,US 7,Grey,Primeknit,$140.00 ,15,$169.99,Bari
848,Reebok,Nano X1,Training,Men,US 11.5,Black,Mesh,$130.00 ,5,$149.99,Milan
849,Converse,Chuck 70,Casual,Women,US 8.5,Cream,Canvas,$85.00 ,77,$179.99,Milan
850,Puma,Suede Classic,Casual,Men,US 10.5,Black/White,Suede,$65.00 ,78,$279.99,Rome
851,Vans,Sk8-Hi,Skate,Men,US 8,Black/White,Canvas,$70.00 ,1,$139.99,Naples
852,New Balance,327,Lifestyle,Women,US 8,White/Grey,Suede/Mesh,$90.00 ,46,$249.99,Genoa
853,Asics,Gel-Quantum 90,Running,Men,US 10,Grey,Mesh,$80.00 ,64,$109.99,Turin
854,Fila,Mindblower,Fashion,Women,US 7,Pink,Leather/Synthetic,$75.00 ,99,$199.99,Florence
855,Skechers,Max Cushioning,Walking,Men,US 9.5,Black,Mesh,$80.00 ,13,$139.99,Bari
856,Nike,React Infinity Run Flyknit 2,Running,Women,US 6.5,Pink,Flyknit,$160.00 ,75,$189.99,Bari
857,Adidas,Ultraboost DNA,Running,Men,US 9.5,White,Primeknit,$180.00 ,19,$249.99,Rome
858,Reebok,Zig Kinetica II,Running,Women,US 8,Blue,Mesh,$120.00 ,25,$299.99,Milan
859,Converse,Jack Purcell,Casual,Men,US 9,White,Canvas,$65.00 ,76,$189.99,Turin
860,Puma,Calibrate Runner,Running,Women,US 7,Grey,Mesh,$90.00 ,75,$289.99,Naples
861,Vans,Era,Skate,Men,US 10,Black,Canvas,$50.00 ,42,$109.99,Rome
862,New Balance,Fresh Foam Hierro v6,Trail Running,Men,US 11.5,Green,Synthetic/Mesh,$135.00 ,32,$259.99,Naples
863,Asics,Gel-Kayano 27,Running,Women,US 8.5,Blue,Mesh,$160.00 ,4,$259.99,Catania
864,Fila,Ray Tracer Evo,Fashion,Men,US 11,Black/White,Synthetic,$75.00 ,64,$239.99,Rome
865,Skechers,Go Run Mojo,Running,Women,US 7.5,Black,Mesh,$60.00 ,53,$299.99,Palermo
866,Nike,Air Force 1,Casual,Men,US 11,White,Leather,$90.00 ,4,$169.99,Florence
867,Adidas,NMD_R1,Running,Women,US 7,Pink,Primeknit,$130.00 ,80,$289.99,Palermo
868,Reebok,Nano 9,Training,Men,US 10.5,Black,Mesh,$130.00 ,13,$229.99,Rome
869,Converse,Jack Purcell,Casual,Women,US 8.5,White,Canvas,$65.00 ,58,$189.99,Naples
870,Puma,Clyde All-Pro,Basketball,Men,US 9,Black,Leather,$130.00 ,93,$209.99,Turin
871,Vans,Sk8-Hi,Skate,Women,US 7.5,Black/White,Suede/Canvas,$70.00 ,87,$149.99,Genoa
872,New Balance,327,Casual,Men,US 9,Navy,Suede/Mesh,$100.00 ,17,$139.99,Bari
873,Asics,Gel-Kinsei OG,Running,Women,US 7,White,Mesh,$180.00 ,2,$259.99,Florence
874,Fila,Venom,Fashion,Men,US 11,Grey,Synthetic,$75.00 ,82,$119.99,Bologna
875,Skechers,GOrun 7+,Running,Women,US 8,Black/Pink,Mesh,$95.00 ,24,$149.99,Palermo
876,Nike,Blazer Mid '77,Casual,Men,US 12,White,Leather,$100.00 ,29,$249.99,Genoa
877,Adidas,Ultraboost DNA,Running,Women,US 6,Blue,Primeknit,$180.00 ,90,$289.99,Bologna
878,Reebok,Classic Nylon,Casual,Men,US 9.5,Black,Nylon,$65.00 ,33,$179.99,Bari
879,Converse,Chuck 70,Casual,Women,US 9,Cream,Canvas,$85.00 ,45,$219.99,Rome
880,Puma,Calibrate Runner,Running,Men,US 10,Black/Yellow,Mesh,$120.00 ,54,$229.99,Rome
881,Vans,Era,Skate,Women,US 6.5,Red,Canvas,$50.00 ,1,$289.99,Milan
882,New Balance,FuelCell Rebel V2,Running,Men,US 11,Black/Yellow,Mesh,$110.00 ,98,$279.99,Turin
883,Asics,Gel-Venture 8,Trail Running,Women,US 8,Grey,Mesh,$70.00 ,82,$269.99,Florence
884,Fila,Original Fitness,Casual,Men,US 10,White,Leather,$70.00 ,64,$279.99,Genoa
885,Skechers,Max Cushioning Premier,Walking,Women,US 7,Grey,Mesh,$80.00 ,25,$219.99,Naples
886,Nike,React Infinity Run Flyknit,Running,Men,US 10.5,Blue,Flyknit,$160.00 ,42,$199.99,Bologna
887,Nike,React Infinity Run Flyknit,Running,Women,US 7,Black,Flyknit,$160.00 ,38,$239.99,Bari
888,Adidas,Superstar,Casual,Men,US 10.5,White/Gold,Leather/Synthetic,$85.00 ,86,$159.99,Naples
889,Reebok,Nano X1,Training,Women,US 8.5,Pink,Flexweave/Synthetic,$130.00 ,1,$169.99,Milan
890,Converse,Chuck 70,Casual,Men,US 11.5,Yellow,Canvas,$85.00 ,70,$119.99,Bologna
891,Puma,Calibrate Runner,Running,Women,US 9,Grey,Mesh,$80.00 ,14,$189.99,Bologna
892,Vans,Sk8-Hi,Skate,Men,US 9,Black/White,Canvas/Suede,$65.00 ,72,$139.99,Naples
893,New Balance,327,Lifestyle,Women,US 7,Blue,Suede/Mesh,$90.00 ,50,$279.99,Catania
894,Asics,Gel-Quantum 90,Running,Men,US 9,Black/White,Mesh/Synthetic,$80.00 ,76,$249.99,Rome
895,Fila,Mindblower,Fashion,Women,US 8,Pink,Leather/Synthetic,$70.00 ,69,$289.99,Bari
896,Skechers,Go Run Mojo,Running,Men,US 8,Black,Mesh,$60.00 ,71,$169.99,Turin
897,Nike,Air Force 1,Casual,Women,US 8.5,White,Leather,$90.00 ,86,$139.99,Turin
898,Adidas,NMD_R1,Casual,Men,US 9.5,Black/White,Mesh,$130.00 ,83,$179.99,Naples
899,Reebok,Floatride Energy 3,Running,Women,US 6.5,Black,Mesh,$100.00 ,89,$229.99,Catania
900,Converse,All Star Pro BB,Basketball,Men,US 12,Red,Leather/Synthetic,$120.00 ,74,$249.99,Naples
901,Puma,RS-2K,Lifestyle,Women,US 7.5,White,Leather/Synthetic,$110.00 ,6,$139.99,Naples
902,Vans,Era,Skate,Men,US 8,Navy,Canvas,$50.00 ,63,$179.99,Bologna
903,New Balance,FuelCell Rebel v2,Running,Women,US 8.5,Pink,Mesh/Synthetic,$130.00 ,38,$169.99,Naples
904,Asics,Gel-Kayano 27,Running,Men,US 10,Black,Mesh/Synthetic,$160.00 ,59,$249.99,Turin
905,Fila,Trigate,Fashion,Women,US 9,Black,Leather/Synthetic,$65.00 ,99,$199.99,Milan
906,Skechers,Go Walk 6,Walking,Men,US 9.5,Black,Mesh,$60.00 ,75,$169.99,Florence
907,Nike,Air Force 1 '07,Casual,Men,US 11,White,Leather,$90.00 ,58,$259.99,Turin
908,Adidas,NMD_R1,Lifestyle,Women,US 8,Pink/White,Primeknit,$130.00 ,29,$289.99,Bari
909,Reebok,Nano X,Crossfit,Men,US 10.5,Black,Synthetic,$130.00 ,29,$169.99,Catania
910,Converse,Chuck 70 High Top,Casual,Men,US 9.5,Black/White,Canvas,$85.00 ,82,$99.99,Rome
911,Puma,Calibrate Runner,Running,Women,US 9,Blue/White,Mesh,$90.00 ,58,$189.99,Rome
912,Vans,Sk8-Hi,Skate,Men,US 10,Black/White,Suede/Canvas,$70.00 ,43,$199.99,Florence
913,New Balance,327,Lifestyle,Women,US 7.5,Green,Suede/Nylon,$90.00 ,56,$109.99,Palermo
914,Asics,Gel-Kayano 27,Running,Men,US 9.5,Grey,Mesh,$160.00 ,18,$179.99,Milan
915,Fila,Mindblower,Fashion,Women,US 7.5,White/Blue,Leather/Synthetic,$75.00 ,40,$289.99,Milan
916,Skechers,Elite Flex Wasick,Training,Men,US 8,Navy,Mesh,$65.00 ,52,$149.99,Milan
917,Nike,Air Zoom Pegasus 38,Running,Women,US 6.5,Grey/Pink,Mesh,$120.00 ,13,$269.99,Catania
918,Adidas,Ultraboost DNA,Running,Men,US 11.5,Black/White,Primeknit,$180.00 ,93,$199.99,Bologna
919,Reebok,Club C Revenge,Casual,Women,US 8.5,Pink/White,Leather,$80.00 ,81,$129.99,Genoa
920,Converse,Jack Purcell,Casual,Men,US 9,Navy,Canvas,$65.00 ,87,$199.99,Palermo
921,Puma,Clyde All-Pro,Basketball,Women,US 7,Black/White,Leather,$130.00 ,17,$299.99,Palermo
922,Vans,Era,Skate,Men,US 9.5,Red,Canvas,$50.00 ,93,$239.99,Genoa
923,New Balance,FuelCell Propel V3,Running,Women,US 8.5,Black,Mesh,$90.00 ,29,$289.99,Milan
924,Asics,Gel-Nimbus Lite 2,Running,Men,US 10,Black,Mesh,$150.00 ,45,$259.99,Naples
925,Fila,V94M,Fashion,Women,US 8.5,White/Blue,Leather/Synthetic,$75.00 ,97,$159.99,Milan
926,Nike,Air Force 1 '07,Casual,Men,US 11,White,Leather,$90.00 ,100,$159.99,Florence
927,Adidas,NMD_R1,Lifestyle,Women,US 8,Pink/White,Primeknit,$130.00 ,4,$199.99,Turin
928,Reebok,Nano X,Crossfit,Men,US 10.5,Black,Synthetic,$130.00 ,63,$239.99,Bologna
929,Converse,Chuck 70 High Top,Casual,Men,US 9.5,Black/White,Canvas,$85.00 ,19,$279.99,Palermo
930,Puma,Calibrate Runner,Running,Women,US 9,Blue/White,Mesh,$90.00 ,97,$229.99,Palermo
931,Vans,Sk8-Hi,Skate,Men,US 10,Black/White,Suede/Canvas,$70.00 ,65,$89.99,Bari
932,New Balance,327,Lifestyle,Women,US 7.5,Green,Suede/Nylon,$90.00 ,100,$299.99,Rome
933,Asics,Gel-Kayano 27,Running,Men,US 9.5,Grey,Mesh,$160.00 ,85,$179.99,Palermo
934,Fila,Mindblower,Fashion,Women,US 7.5,White/Blue,Leather/Synthetic,$75.00 ,38,$289.99,Rome
935,Skechers,Elite Flex Wasick,Training,Men,US 8,Navy,Mesh,$65.00 ,60,$189.99,Bari
936,Nike,Air Zoom Pegasus 38,Running,Women,US 6.5,Grey/Pink,Mesh,$120.00 ,54,$199.99,Florence
937,Adidas,Ultraboost DNA,Running,Men,US 11.5,Black/White,Primeknit,$180.00 ,61,$199.99,Turin
938,Reebok,Club C Revenge,Casual,Women,US 8.5,Pink/White,Leather,$80.00 ,28,$259.99,Turin
939,Converse,Jack Purcell,Casual,Men,US 9,Navy,Canvas,$65.00 ,94,$259.99,Milan
940,Puma,Clyde All-Pro,Basketball,Women,US 7,Black/White,Leather,$130.00 ,44,$259.99,Catania
941,Vans,Era,Skate,Men,US 9.5,Red,Canvas,$50.00 ,8,$69.99,Bologna
942,New Balance,FuelCell Propel V3,Running,Women,US 8.5,Black,Mesh,$90.00 ,27,$149.99,Palermo
943,Asics,Gel-Nimbus Lite 2,Running,Men,US 10,Black,Mesh,$150.00 ,28,$199.99,Naples
944,Fila,V94M,Fashion,Women,US 8.5,White/Blue,Leather/Synthetic,$75.00 ,54,$239.99,Bari
945,Nike,Air Force 1,Casual,Men,US 11,White,Leather,$90.00 ,61,$109.99,Bari
946,Adidas,NMD_R1,Lifestyle,Women,US 7.5,Pink,Primeknit,$130.00 ,49,$209.99,Naples
947,Reebok,Nano X1,Crossfit,Men,US 9.5,Grey,Knit,$130.00 ,96,$159.99,Catania
948,Converse,Chuck 70,Casual,Women,US 9.5,Black,Canvas,$85.00 ,50,$289.99,Milan
949,Puma,Calibrate,Running,Men,US 10,Grey,Mesh,$120.00 ,85,$199.99,Palermo
950,Vans,SK8-Hi,Skate,Men,US 8,Red/White,Suede/Canvas,$70.00 ,70,$149.99,Catania
951,New Balance,327,Lifestyle,Women,US 6.5,Purple,Suede/Mesh,$100.00 ,71,$109.99,Rome
952,Asics,Gel-Quantum 180,Running,Men,US 11.5,Black,Mesh,$120.00 ,54,$209.99,Genoa
953,Fila,Trailblazer,Fashion,Women,US 8,Brown,Leather,$75.00 ,89,$239.99,Palermo
954,Skechers,Max Cushioning,Running,Women,US 7.5,Navy,Mesh,$90.00 ,62,$219.99,Rome
955,Nike,Air Zoom Pegasus 38,Running,Men,US 9.5,Blue,Mesh,$120.00 ,15,$199.99,Turin
956,Adidas,Superstar,Casual,Women,US 8.5,White/Black,Leather,$85.00 ,83,$109.99,Catania
957,Reebok,Classic Nylon,Casual,Men,US 10,Grey,Nylon,$65.00 ,70,$159.99,Naples
958,Converse,Jack Purcell,Casual,Men,US 9.5,White,Canvas,$65.00 ,46,$169.99,Palermo
959,Puma,RS-2K,Lifestyle,Women,US 7.5,Black,Mesh/Suede,$110.00 ,88,$129.99,Bari
960,Vans,Slip-On,Skate,Men,US 9,Black/White,Canvas,$50.00 ,14,$179.99,Rome
961,New Balance,FuelCell Rebel v2,Running,Women,US 9,Green/Black,Mesh,$130.00 ,20,$249.99,Palermo
962,Asics,Gel-Kayano Lite,Running,Men,US 9,Grey,Mesh,$160.00 ,77,$199.99,Naples
963,Fila,Mindblower,Fashion,Women,US 7.5,White,Leather,$75.00 ,20,$109.99,Catania
964,Skechers,D'Lites,Walking,Men,US 11,White,Leather,$65.00 ,98,$259.99,Genoa
965,Nike,Air Max 97,Running,Women,US 8,Silver,Leather/Synthetic,$170.00 ,19,$239.99,Palermo
966,Nike,Air Force 1,Lifestyle,Men,US 11,White,Leather,$90.00 ,67,$209.99,Milan
967,Adidas,Yeezy Boost 350,Lifestyle,Women,US 8.5,Clay Brown,Primeknit,$220.00 ,69,$279.99,Rome
968,Reebok,Nano X,Training,Men,US 9.5,Black/Red,Synthetic/Mesh,$130.00 ,4,$159.99,Milan
969,Converse,Chuck 70,Casual,Women,US 7,Natural Ivory,Canvas,$85.00 ,87,$209.99,Bologna
970,Puma,Cali Sport,Lifestyle,Men,US 10,Black/White,Leather/Synthetic,$80.00 ,61,$229.99,Genoa
971,Vans,Sk8-Hi,Skate,Women,US 9,Red/White,Suede/Canvas,$70.00 ,87,$219.99,Florence
972,New Balance,FuelCell Rebel v2,Running,Men,US 8.5,Blue/Orange,Mesh,$130.00 ,55,$289.99,Turin
973,Asics,Gel-Cumulus 23,Running,Women,US 7.5,White/Black,Mesh,$120.00 ,32,$259.99,Florence
974,Fila,D-Formation,Fashion,Men,US 11,White/Navy,Leather/Synthetic,$65.00 ,59,$199.99,Naples
975,Skechers,Max Cushioning Premier,Running,Women,US 6.5,Black/White,Mesh,$90.00 ,9,$189.99,Rome
976,Nike,Air Zoom Pegasus 38,Running,Men,US 12,Black,Mesh,$120.00 ,24,$269.99,Milan
977,Adidas,Superstar,Casual,Women,US 7.5,Cloud White,Leather,$80.00 ,79,$209.99,Catania
978,Reebok,Classic Nylon,Casual,Men,US 10.5,Collegiate Navy,Nylon/Suede,$65.00 ,45,$119.99,Bologna
979,Converse,Jack Purcell,Casual,Women,US 8,Black/White,Canvas,$65.00 ,51,$199.99,Rome
980,Puma,Suede Classic,Lifestyle,Men,US 8.5,Black/White,Suede,$65.00 ,30,$89.99,Naples
981,Vans,Era,Skate,Women,US 6,Black/White,Canvas,$50.00 ,56,$179.99,Milan
982,New Balance,Fresh Foam Hierro v6,Trail,Men,US 10,Black/Red,Mesh/Synthetic,$135.00 ,47,$159.99,Palermo
983,Asics,Gel-Excite 8,Running,Women,US 9,Black,Mesh,$75.00 ,7,$249.99,Catania
984,Fila,Mindblower,Fashion,Men,US 12,White/Navy/Red,Synthetic/Leather,$65.00 ,12,$119.99,Naples
985,Nike,Air Force 1,Casual,Men,US 9,White,Leather,$90.00 ,31,$209.99,Rome
986,Adidas,NMD_R1,Lifestyle,Women,US 8,Black,Primeknit,$140.00 ,13,$289.99,Milan
987,Reebok,Nano X,Crossfit,Men,US 10.5,Black,Mesh,$130.00 ,92,$159.99,Milan
988,Converse,Jack Purcell,Casual,Men,US 8.5,White,Canvas,$70.00 ,16,$239.99,Florence
989,Puma,Calibrate Runner,Running,Women,US 7,Grey,Mesh,$80.00 ,45,$119.99,Naples
990,Vans,Sk8-Hi,Skate,Men,US 10.5,Black/White,Canvas/Suede,$70.00 ,63,$179.99,Palermo
991,New Balance,FuelCell Rebel v2,Running,Women,US 9,White/Green,Mesh,$130.00 ,34,$299.99,Florence
992,Asics,Gel-Quantum 360 6,Running,Men,US 9.5,Blue,Mesh,$150.00 ,26,$279.99,Rome
993,Fila,Mindblower,Fashion,Women,US 8.5,Pink,Leather,$80.00 ,55,$249.99,Bologna
994,Skechers,Go Walk 5,Walking,Men,US 11,Black,Mesh,$65.00 ,53,$209.99,Bologna
995,Nike,React Infinity Run Flyknit 2,Running,Women,US 8.5,Pink,Flyknit,$160.00 ,99,$219.99,Florence
996,Adidas,Ultraboost DNA,Running,Men,US 8.5,White,Primeknit,$180.00 ,20,$269.99,Genoa
997,Reebok,Aztrek 96,Casual,Women,US 7.5,Yellow,Leather/Synthetic,$90.00 ,17,$289.99,Bari
998,Converse,Chuck 70,Casual,Men,US 7,Red,Canvas,$85.00 ,9,$99.99,Florence
999,Puma,Mirage Sport,Lifestyle,Women,US 6,Pink,Leather,$90.00 ,68,$179.99,Genoa
1000,Vans,Era,Skate,Men,US 9.5,Black/White,Canvas,$50.00 ,78,$199.99,Turin
1001,New Balance,Fresh Foam 880v11,Running,Women,US 10,Grey,Mesh,$130.00 ,23,$269.99,Catania
1002,Asics,Gel-Kayano Lite,Running,Men,US 9.5,Black,Mesh,$160.00 ,83,$179.99,Palermo
1003,Fila,Venom 94,Fashion,Women,US 7.5,White,Leather,$70.00 ,4,$269.99,Bari
1004,Skechers,Summits,Training,Men,US 8,Grey,Mesh,$55.00 ,1,$239.99,Palermo
1005,Nike,Air Max 97,Running,Women,US 7.5,Silver,Leather,$170.00 ,12,$249.99,Rome
